hsid,hsname,hslocation,cityname,regionname,regionid,nickname,color1,color2,color3
12183,Steinmetz,"Chicago,IL",Chicago,Illinois,IL,Streaks,green,silver,
12184,Randolph,"Randolph,IA",Randolph,Iowa,IA,-,,,
12185,Williamsburg Academy ,"Kingstree,SC",Kingstree,South Carolina,SC,Stallions,green,white,
12186,New Milford,"New Milford,NJ",New Milford,New Jersey,NJ,Knights,,,
12188,Hazle Township,"Hazleton,PA",Hazleton,Pennsylvania,PA,Cougars,,,
12189,Lawton,"Lawton,MI",Lawton,Michigan,MI,Blue Devils,royalblue,gold,
12190,New Castle,"New Castle,DE",New Castle,Delaware,DE,-,,,
12191,Turner Falls,"Turner Falls,MA",Turner Falls,Massachusetts,MA,Indians,,,
12192,Rayen,"Youngstown,OH",Youngstown,Ohio,OH,Tigers,orange,black,
12193,Fairfield,"Birmingham,AL",Birmingham,Alabama,AL,Tigers,purple,gold,maroon
12194,Cathedral,"Omaha,NE",Omaha,Nebraska,NE,-,-,-,
